"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 22:32:47 GMT 2024","Tue Feb 20 22:32:51 GMT 2024","3659","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:33 GMT 2024","Tue Feb 20 22:31:37 GMT 2024","3915","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:08 GMT 2024","Tue Feb 20 22:31:10 GMT 2024","1909","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:03 GMT 2024","Tue Feb 20 22:31:05 GMT 2024","2110","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:32:35 GMT 2024","Tue Feb 20 22:32:42 GMT 2024","6522","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:11 GMT 2024","Tue Feb 20 22:31:14 GMT 2024","2740","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:05 GMT 2024","Tue Feb 20 22:31:08 GMT 2024","2610","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:37 GMT 2024","Tue Feb 20 22:32:35 GMT 2024","58825","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:32:56 GMT 2024","Tue Feb 20 22:32:59 GMT 2024","3121","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:02 GMT 2024","Tue Feb 20 22:31:03 GMT 2024","1097","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:32:51 GMT 2024","Tue Feb 20 22:32:56 GMT 2024","4707","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:14 GMT 2024","Tue Feb 20 22:31:33 GMT 2024","18575","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:30:58 GMT 2024","Tue Feb 20 22:30:59 GMT 2024","922","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:32:42 GMT 2024","Tue Feb 20 22:32:47 GMT 2024","5272","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:02 GMT 2024","Tue Feb 20 22:31:02 GMT 2024","499","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:30:14 GMT 2024","Tue Feb 20 22:30:58 GMT 2024","44429","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:31:10 GMT 2024","Tue Feb 20 22:31:11 GMT 2024","1467","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:30:59 GMT 2024","Tue Feb 20 22:31:02 GMT 2024","2249","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
