"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 22:50:14 GMT 2024","Tue Feb 20 22:50:16 GMT 2024","2078","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:21 GMT 2024","Tue Feb 20 22:50:22 GMT 2024","1443","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:51:49 GMT 2024","Tue Feb 20 22:51:54 GMT 2024","5095","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:22 GMT 2024","Tue Feb 20 22:50:25 GMT 2024","2696","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:25 GMT 2024","Tue Feb 20 22:50:40 GMT 2024","15443","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:52:02 GMT 2024","Tue Feb 20 22:52:05 GMT 2024","3075","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:09 GMT 2024","Tue Feb 20 22:50:10 GMT 2024","921","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:12 GMT 2024","Tue Feb 20 22:50:13 GMT 2024","494","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:49:30 GMT 2024","Tue Feb 20 22:50:09 GMT 2024","39578","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:51:57 GMT 2024","Tue Feb 20 22:52:02 GMT 2024","4613","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:10 GMT 2024","Tue Feb 20 22:50:12 GMT 2024","2241","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:44 GMT 2024","Tue Feb 20 22:51:42 GMT 2024","58349","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:40 GMT 2024","Tue Feb 20 22:50:44 GMT 2024","3826","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:51:54 GMT 2024","Tue Feb 20 22:51:57 GMT 2024","3591","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:19 GMT 2024","Tue Feb 20 22:50:21 GMT 2024","1881","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:13 GMT 2024","Tue Feb 20 22:50:14 GMT 2024","1077","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:51:42 GMT 2024","Tue Feb 20 22:51:49 GMT 2024","6285","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 22:50:16 GMT 2024","Tue Feb 20 22:50:19 GMT 2024","2591","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
