"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 15:58:53 GMT 2024","Tue Feb 20 15:58:56 GMT 2024","3608","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:12 GMT 2024","Tue Feb 20 15:57:14 GMT 2024","2074","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:59:01 GMT 2024","Tue Feb 20 15:59:04 GMT 2024","3139","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:18 GMT 2024","Tue Feb 20 15:57:20 GMT 2024","1478","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:58:41 GMT 2024","Tue Feb 20 15:58:48 GMT 2024","6570","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:20 GMT 2024","Tue Feb 20 15:57:23 GMT 2024","2774","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:43 GMT 2024","Tue Feb 20 15:58:41 GMT 2024","58186","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:58:56 GMT 2024","Tue Feb 20 15:59:01 GMT 2024","4591","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:56:27 GMT 2024","Tue Feb 20 15:57:07 GMT 2024","40054","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:23 GMT 2024","Tue Feb 20 15:57:39 GMT 2024","16219","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:16 GMT 2024","Tue Feb 20 15:57:18 GMT 2024","1888","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:11 GMT 2024","Tue Feb 20 15:57:12 GMT 2024","1063","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:39 GMT 2024","Tue Feb 20 15:57:43 GMT 2024","3978","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:08 GMT 2024","Tue Feb 20 15:57:10 GMT 2024","2209","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:10 GMT 2024","Tue Feb 20 15:57:11 GMT 2024","486","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:58:48 GMT 2024","Tue Feb 20 15:58:53 GMT 2024","5152","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:14 GMT 2024","Tue Feb 20 15:57:16 GMT 2024","2582","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
"passed","Tue Feb 20 15:57:07 GMT 2024","Tue Feb 20 15:57:08 GMT 2024","894","testcase","test_arceos","","","","测试ArceOS 微内核 基本功能","测试用例简要描述"
